"Dictamen";"Antiguedad.Trabajo";"Vivienda";"Plazo";"Edad";"Estado.civil";"Registros";"Tipo.trabajo";"Gastos";"Ingresos";"Patrimonio";"Cargas.patrimoniales";"Importe.solicitado";"Precio.del.bien.financiado"
"positiu";20;"escriptura";60;48;"casat";"reg_no";"Fix";45;178;25000;700;800;1150
"positiu";0;"pares";48;28;"solter";"reg_no";"Auto";35;0;0;0;720;1321
"negatiu";2;"escriptura";36;54;"solter";"reg_si";"Fix";35;352;30000;0;750;1061
"positiu";3;"lloguer";60;48;"casat";"reg_no";"Other";77;24;0;0;1700;1803
"negatiu";1;"pares";48;40;"solter";"reg_si";"Fix";35;80;3500;0;1100;1144
"negatiu";2;"lloguer";36;31;"casat";"reg_no";"Fix";45;102;0;0;350;750
"positiu";2;"pares";60;31;"casat";"reg_no";"Fix";35;175;99999999;0;700;1350
"positiu";15;"escriptura";60;30;"casat";"reg_no";"Fix";60;140;4000;0;1500;1505
"positiu";14;"escriptura";48;39;"casat";"reg_no";"Fix";60;114;11800;0;1300;1926
"positiu";3;"pares";18;21;"solter";"reg_no";"Fix";35;176;8000;0;1200;2150
"positiu";1;"pares";36;19;"solter";"reg_no";"Fix";35;73;3000;0;1000;1200
"negatiu";5;"escriptura";60;34;"casat";"reg_no";"Fix";60;233;6000;2000;1980;2126
"negatiu";1;"escriptura";48;39;"casat";"reg_si";"Auto";60;0;6000;0;1300;3626
"negatiu";10;"escriptura";60;26;"casat";"reg_no";"Fix";35;73;4000;2000;1700;1900
"positiu";3;"escriptura";24;51;"casat";"reg_no";"Auto";60;0;26000;300;3000;6900
"positiu";5;"lloguer";48;31;"solter";"reg_si";"Fix";47;120;0;0;900;1492
"positiu";5;"pares";48;23;"solter";"reg_no";"Fix";35;82;0;0;1550;1630
"positiu";2;"escriptura";60;23;"solter";"reg_no";"Fix";45;75;7000;0;1070;1209
"positiu";35;"escriptura";24;51;"casat";"reg_no";"Fix";35;250;6000;0;450;1902
"negatiu";1;"pares";36;24;"solter";"reg_si";"Temp";35;50;0;0;1750;1850
"positiu";15;"altres viv";36;41;"casat";"reg_no";"Fix";45;195;0;0;525;600
"positiu";3;"escriptura";36;32;"casat";"reg_no";"Auto";60;0;8000;12;1600;1600
"positiu";1;"pares";24;21;"solter";"reg_no";"Temp";35;90;0;0;900;1307
"positiu";15;"escriptura";48;37;"casat";"reg_si";"Auto";45;178;30000;9500;2400;3120
"negatiu";0;"pares";48;30;"solter";"reg_si";"Fix";35;274;0;0;2000;2354
"positiu";15;"escriptura";48;51;"casat";"reg_no";"Fix";45;85;4000;0;600;1298
"negatiu";10;"lloguer";24;39;"solter";"reg_si";"Other";55;195;0;0;400;435
"negatiu";1;"pares";36;23;"solter";"reg_no";"Temp";35;70;2000;0;1050;1410
"negatiu";1;"escriptura";60;53;"casat";"reg_si";"Auto";35;0;30000;0;1900;2362
"positiu";16;"pares";60;31;"casat";"reg_si";"Fix";35;150;0;0;1300;1400
"positiu";1;"lloguer";36;27;"casat";"reg_si";"Fix";46;108;0;0;475;550
"positiu";0;"escriptura";60;56;"casat";"reg_no";"Fix";45;150;10000;0;1000;1798
"positiu";14;"escriptura";48;40;"casat";"reg_no";"Fix";75;335;8000;0;1800;2208
"positiu";4;"lloguer";60;24;"casat";"reg_no";"Fix";50;151;0;0;900;1155
"positiu";26;"lloguer";36;61;"casat";"reg_no";"Fix";56;109;0;0;400;425
"negatiu";2;"altres viv";60;22;"casat";"reg_si";"Fix";60;125;0;0;1100;1281
"negatiu";30;"lloguer";48;55;"casat";"reg_si";"Fix";51;160;0;0;1100;1100
"positiu";11;"pares";24;28;"solter";"reg_no";"Fix";35;82;0;0;400;800
"positiu";25;"lloguer";60;52;"casat";"reg_no";"Fix";55;199;0;0;1250;1262
"negatiu";7;"lloguer";60;32;"casat";"reg_no";"Fix";46;111;0;0;1200;1373
"positiu";2;"escriptura";48;44;"casat";"reg_si";"Fix";60;310;20000;600;1700;2700
"negatiu";2;"lloguer";48;31;"casat";"reg_no";"Auto";45;0;0;0;1300;1300
"positiu";11;"pares";60;27;"solter";"reg_si";"Fix";35;57;0;0;600;1537
"negatiu";0;"ignora_cont";36;38;"casat";"reg_no";"Temp";60;95;0;0;1000;1647
"positiu";11;"escriptura";60;34;"solter";"reg_no";"Fix";35;103;4500;2000;1200;1410
"positiu";15;"lloguer";48;40;"casat";"reg_no";"Fix";57;120;0;0;1000;1500
"positiu";8;"pares";36;26;"solter";"reg_no";"Fix";35;65;0;0;500;1715
"negatiu";1;"lloguer";36;44;"casat";"reg_si";"Fix";54;90;0;0;1500;2100
"negatiu";0;"lloguer";48;46;"casat";"reg_no";"Temp";72;116;0;0;860;965
"negatiu";2;"escriptura";60;32;"casat";"reg_no";"Temp";60;75;5500;1500;1400;1732
"positiu";9;"escriptura";12;30;"casat";"reg_si";"Auto";60;93;6500;2235;500;1550
"negatiu";1;"escriptura";24;49;"casat";"reg_si";"Temp";35;90;7000;0;265;300
"positiu";2;"pares";48;24;"solter";"reg_no";"Fix";35;64;0;0;1500;1734
"positiu";3;"pares";60;35;"solter";"reg_no";"Fix";35;190;2500;0;1400;1561
"positiu";14;"lloguer";60;30;"casat";"reg_no";"Fix";55;95;0;0;850;1015
"positiu";3;"escriptura";48;29;"solter";"reg_no";"Fix";35;76;4000;1500;800;1500
"negatiu";0;"escriptura";60;27;"casat";"reg_no";"Temp";35;74;5000;2500;1550;1555
"positiu";7;"altres viv";60;27;"solter";"reg_no";"Fix";35;78;0;0;1500;1878
"positiu";0;"lloguer";60;44;"casat";"reg_no";"Auto";45;99999999;6000;0;1600;1725
"positiu";16;"escriptura";48;41;"casat";"reg_no";"Fix";45;108;9000;0;1150;1235
"positiu";20;"escriptura";60;47;"casat";"reg_no";"Fix";90;212;11000;0;1150;1669
"negatiu";3;"altres viv";60;29;"casat";"reg_no";"Auto";35;128;0;0;1100;1350
"positiu";23;"altres viv";60;43;"casat";"reg_no";"Fix";60;155;0;0;1650;2270
"positiu";4;"escriptura";12;54;"casat";"reg_no";"Fix";75;83;3000;0;600;1468
"positiu";8;"escriptura";60;34;"casat";"reg_no";"Fix";45;100;3500;0;1300;1300
"positiu";15;"lloguer";48;33;"casat";"reg_no";"Fix";78;179;0;0;1150;1661
"positiu";8;"escriptura";36;58;"casat";"reg_no";"Fix";35;85;10000;0;1000;1510
"negatiu";1;"altres viv";60;33;"solter";"reg_no";"Temp";35;96;0;0;700;1640
"positiu";1;"escriptura";48;59;"casat";"reg_no";"Other";35;33;6000;0;850;900
"positiu";0;"escriptura";60;64;"casat";"reg_no";"Other";35;101;5000;0;820;1205
"positiu";5;"escriptura";36;66;"casat";"reg_no";"Other";35;178;15000;0;330;837
"positiu";4;"escriptura";60;35;"casat";"reg_no";"Fix";35;85;5500;900;1500;1810
"positiu";10;"pares";48;31;"casat";"reg_no";"Fix";35;47;8000;0;1000;1389
"positiu";0;"lloguer";48;23;"solter";"reg_no";"Fix";44;88;0;0;1000;1529
"negatiu";5;"lloguer";48;22;"casat";"reg_no";"Fix";51;156;0;0;1500;1564
"positiu";1;"pares";60;21;"solter";"reg_no";"Temp";35;45;0;0;400;904
"positiu";0;"escriptura";36;25;"casat";"reg_no";"Fix";45;121;3144;1751;225;375
"positiu";0;"escriptura";60;27;"casat";"reg_no";"Fix";35;295;6000;0;1950;2208
"positiu";16;"escriptura";60;40;"casat";"reg_si";"Fix";75;120;5000;2000;400;1309
"negatiu";4;"lloguer";60;38;"casat";"reg_no";"Fix";79;188;3000;1500;1350;1624
"positiu";12;"lloguer";36;31;"casat";"reg_si";"Fix";73;131;0;0;200;200
"positiu";31;"escriptura";48;45;"casat";"reg_no";"Fix";45;181;3500;270;900;1522
"positiu";6;"pares";60;30;"casat";"reg_no";"Fix";60;72;0;0;200;1083
"positiu";5;"escriptura";36;39;"casat";"reg_no";"Fix";60;150;10000;0;1350;1758
"positiu";14;"pares";48;31;"solter";"reg_si";"Fix";35;100;0;0;800;1084
"negatiu";0;"escriptura";60;59;"casat";"reg_no";"Other";35;131;12000;0;1150;1157
"negatiu";1;"escriptura";60;27;"casat";"reg_si";"Fix";45;62;7000;4500;1650;2060
"positiu";1;"escriptura";48;22;"solter";"reg_si";"Temp";35;125;3000;0;600;1087
"positiu";5;"pares";36;21;"solter";"reg_si";"Fix";35;62;0;0;250;375
"positiu";18;"escriptura";12;58;"vidu";"reg_si";"Fix";75;158;6000;0;400;973
"positiu";3;"escriptura";36;41;"casat";"reg_si";"Fix";45;270;25000;0;900;910
"negatiu";2;"contr_privat";60;38;"casat";"reg_no";"Temp";60;150;4000;0;1000;1270
"negatiu";6;"escriptura";36;32;"casat";"reg_si";"Auto";60;149;8000;3000;950;950
"positiu";7;"escriptura";12;40;"casat";"reg_no";"Fix";60;225;6000;0;400;1721
"positiu";3;"escriptura";60;32;"casat";"reg_no";"Fix";35;138;3500;0;1600;2131
"positiu";11;"escriptura";24;41;"casat";"reg_no";"Fix";60;100;15000;0;700;1480
"positiu";10;"lloguer";36;31;"casat";"reg_no";"Fix";90;153;0;0;175;675
"positiu";17;"lloguer";12;46;"casat";"reg_no";"Fix";59;141;0;0;200;600
"positiu";1;"escriptura";48;46;"casat";"reg_no";"Fix";90;170;14000;0;1000;1125
"negatiu";1;"pares";36;22;"solter";"reg_no";"Temp";35;59;0;0;880;940
"negatiu";2;"lloguer";36;28;"casat";"reg_no";"Temp";42;67;0;0;150;898
"positiu";2;"contr_privat";48;31;"casat";"reg_no";"Fix";45;65;3500;900;300;925
"positiu";2;"pares";36;34;"casat";"reg_no";"Fix";60;400;9800;0;900;1316
"positiu";20;"escriptura";24;54;"casat";"reg_no";"Fix";35;175;11500;0;500;1080
"positiu";18;"escriptura";60;44;"casat";"reg_no";"Fix";60;110;4000;500;1300;1725
"positiu";0;"pares";60;30;"casat";"reg_no";"Fix";60;128;0;0;900;975
"positiu";8;"contr_privat";60;32;"casat";"reg_no";"Fix";35;95;2500;480;950;1350
"positiu";1;"pares";24;21;"solter";"reg_no";"Temp";45;114;2500;500;500;1154
"positiu";3;"escriptura";60;29;"casat";"reg_no";"Fix";45;130;3500;1690;1100;1127
"negatiu";2;"lloguer";60;42;"casat";"reg_no";"Auto";45;0;0;0;950;962
"positiu";4;"pares";36;39;"casat";"reg_no";"Fix";60;100;6000;0;800;1500
"positiu";5;"escriptura";36;45;"vidu";"reg_no";"Other";35;142;6000;0;800;850
"negatiu";18;"lloguer";48;53;"separat";"reg_si";"Auto";51;164;0;0;1000;1295
"positiu";1;"lloguer";60;28;"casat";"reg_no";"Fix";60;150;0;0;1350;1419
"positiu";8;"escriptura";24;47;"solter";"reg_si";"Fix";35;320;50000;2000;300;2300
"negatiu";8;"lloguer";12;32;"casat";"reg_no";"Auto";45;0;0;0;300;400
"positiu";12;"escriptura";36;47;"casat";"reg_no";"Fix";60;211;99999999;0;1050;1521
"positiu";6;"escriptura";48;51;"casat";"reg_no";"Auto";35;105;4000;0;1350;1595
"positiu";4;"escriptura";48;42;"casat";"reg_no";"Fix";35;111;3500;0;1000;1683
"negatiu";7;"lloguer";60;38;"separat";"reg_si";"Fix";42;70;0;0;921;921
"positiu";6;"contr_privat";48;35;"casat";"reg_no";"Fix";45;125;3500;1125;700;1226
"negatiu";7;"escriptura";60;38;"casat";"reg_si";"Auto";60;40;6000;0;1500;1610
"negatiu";2;"pares";36;19;"solter";"reg_no";"Temp";35;45;0;0;600;790
"negatiu";2;"escriptura";60;54;"vidu";"reg_si";"Fix";35;180;8000;0;1000;1130
"negatiu";2;"lloguer";18;25;"solter";"reg_no";"Temp";44;85;0;0;320;425
"positiu";12;"escriptura";60;34;"casat";"reg_no";"Fix";35;187;6000;2000;500;1457
"positiu";1;"lloguer";60;21;"casat";"reg_no";"Temp";45;100;17000;0;1050;1251
"negatiu";25;"lloguer";36;55;"casat";"reg_no";"Auto";35;0;3000;0;500;600
"negatiu";0;"lloguer";60;21;"casat";"reg_no";"Auto";35;0;16000;0;1000;1000
"negatiu";5;"escriptura";36;43;"casat";"reg_no";"Other";75;192;15000;0;1500;2448
"negatiu";5;"altres viv";60;53;"casat";"reg_no";"Auto";35;0;0;0;2000;2365
"negatiu";1;"contr_privat";60;28;"casat";"reg_no";"Temp";60;174;6000;720;1650;1930
"negatiu";3;"lloguer";36;33;"separat";"reg_si";"Auto";45;0;0;0;375;870
"positiu";0;"lloguer";60;30;"casat";"reg_no";"Fix";70;100;2000;0;1150;1265
"negatiu";3;"escriptura";60;22;"solter";"reg_si";"Auto";35;178;9000;3000;1500;1528
"negatiu";4;"lloguer";36;23;"casat";"reg_no";"Fix";46;108;0;0;315;315
"positiu";45;"altres viv";48;62;"casat";"reg_no";"Fix";45;100;0;0;450;935
"positiu";0;"escriptura";60;32;"casat";"reg_no";"Auto";60;0;5500;700;1300;1375
"positiu";5;"escriptura";36;27;"casat";"reg_no";"Auto";45;0;0;0;1000;1622
"positiu";0;"escriptura";60;39;"casat";"reg_si";"Fix";45;150;23000;5000;1050;1625
"positiu";0;"escriptura";60;34;"casat";"reg_si";"Temp";35;165;8000;2000;1450;1800
"positiu";12;"escriptura";60;35;"casat";"reg_si";"Fix";35;108;18500;1300;1550;1584
"positiu";2;"escriptura";60;40;"casat";"reg_no";"Auto";75;67;25000;0;1800;2287
"negatiu";2;"contr_privat";60;37;"casat";"reg_si";"Fix";60;120;3000;1380;1000;1582
"positiu";15;"escriptura";48;55;"casat";"reg_no";"Auto";45;88;15000;0;650;1243
"positiu";30;"escriptura";48;56;"casat";"reg_si";"Fix";45;75;6000;0;1300;1423
"positiu";1;"lloguer";36;36;"separat";"reg_no";"Fix";65;200;0;0;900;1200
"positiu";42;"escriptura";60;60;"casat";"reg_no";"Fix";45;232;5000;0;1130;1275
"positiu";10;"contr_privat";48;28;"solter";"reg_no";"Fix";35;129;3500;933;1000;1529
"positiu";1;"escriptura";18;40;"casat";"reg_no";"Auto";45;0;5000;0;300;1272
"positiu";5;"escriptura";48;21;"casat";"reg_no";"Fix";45;100;3000;0;800;1310
"positiu";6;"escriptura";60;36;"separat";"reg_no";"Auto";45;85;5000;0;1000;1341
"positiu";6;"lloguer";60;40;"casat";"reg_no";"Fix";54;92;0;0;1000;1155
"positiu";15;"pares";60;42;"casat";"reg_no";"Auto";60;0;0;0;1100;1100
"positiu";6;"lloguer";36;45;"casat";"reg_no";"Auto";90;0;0;0;600;1114
"positiu";4;"lloguer";48;32;"casat";"reg_no";"Fix";56;110;0;0;800;1626
"positiu";31;"lloguer";60;59;"casat";"reg_no";"Fix";53;80;0;0;1050;1182
"positiu";14;"escriptura";18;48;"casat";"reg_no";"Fix";35;143;4000;0;250;300
"positiu";6;"escriptura";12;66;"vidu";"reg_no";"Other";35;105;5000;0;550;1450
"positiu";15;"altres viv";60;32;"casat";"reg_no";"Fix";45;88;0;0;500;1131
"positiu";6;"contr_privat";60;34;"casat";"reg_no";"Fix";45;124;1500;100;1100;1392
"positiu";10;"escriptura";60;38;"casat";"reg_no";"Fix";45;184;6000;1000;1125;1325
"positiu";11;"escriptura";60;34;"casat";"reg_no";"Fix";35;100;3500;0;950;1241
"positiu";10;"escriptura";6;35;"casat";"reg_si";"Auto";75;50;6000;1500;500;983
"positiu";20;"pares";60;42;"solter";"reg_no";"Fix";35;80;0;0;800;1520
"positiu";10;"escriptura";36;43;"casat";"reg_no";"Auto";75;292;8000;0;1800;2240
"positiu";5;"lloguer";48;25;"casat";"reg_no";"Fix";55;100;0;0;549;549
"positiu";12;"contr_privat";36;51;"casat";"reg_no";"Fix";45;130;4000;0;1200;1400
"negatiu";2;"altres viv";60;32;"casat";"reg_no";"Temp";45;150;0;0;1450;1850
"positiu";9;"escriptura";48;47;"casat";"reg_no";"Auto";35;183;45000;1700;3000;3690
"positiu";0;"altres viv";60;21;"solter";"reg_no";"Temp";35;0;4000;0;1250;1300
"positiu";9;"escriptura";12;26;"solter";"reg_no";"Fix";35;91;4000;0;1000;1776
"positiu";16;"altres viv";30;44;"casat";"reg_no";"Auto";35;107;8000;0;1300;1634
"negatiu";2;"pares";48;27;"separat";"reg_no";"Temp";35;125;0;0;870;1480
"positiu";0;"escriptura";48;66;"casat";"reg_no";"Other";35;45;5500;0;1250;1267
"positiu";2;"altres viv";60;26;"casat";"reg_no";"Auto";35;30;0;0;900;1159
"positiu";3;"escriptura";36;49;"casat";"reg_no";"Auto";45;64;4000;0;400;773
"positiu";1;"escriptura";48;28;"casat";"reg_no";"Fix";45;116;4000;1857;1100;1173
"positiu";1;"contr_privat";60;32;"casat";"reg_no";"Fix";60;140;4000;1300;1200;1410
"positiu";0;"altres viv";60;30;"solter";"reg_no";"Temp";35;61;0;0;500;1081
"negatiu";2;"lloguer";60;43;"casat";"reg_si";"Temp";84;86;0;0;1650;1782
"positiu";13;"escriptura";60;41;"casat";"reg_no";"Fix";75;89;2000;0;1000;1274
"positiu";14;"escriptura";48;32;"casat";"reg_no";"Temp";45;165;4000;112;1300;1346
"positiu";3;"escriptura";60;24;"casat";"reg_no";"Auto";60;67;9000;0;1300;2885
"positiu";14;"escriptura";48;53;"casat";"reg_no";"Fix";45;95;3000;0;1060;1060
"positiu";5;"escriptura";36;65;"solter";"reg_no";"Other";35;121;10000;0;900;1191
"positiu";3;"lloguer";30;39;"casat";"reg_no";"Fix";58;128;0;0;600;1098
"positiu";15;"escriptura";60;38;"casat";"reg_no";"Fix";60;90;6000;480;1100;1289
"positiu";6;"escriptura";60;33;"casat";"reg_si";"Fix";45;103;10000;0;1000;1658
"negatiu";2;"lloguer";60;32;"casat";"reg_si";"Auto";60;99999999;0;0;1100;1480
"positiu";15;"escriptura";60;29;"solter";"reg_no";"Fix";35;130;5000;0;830;1000
"negatiu";10;"escriptura";60;47;"separat";"reg_no";"Fix";35;229;7000;0;2550;3500
"positiu";12;"escriptura";36;38;"casat";"reg_no";"Fix";35;143;5000;1100;700;2093
"negatiu";4;"pares";36;26;"solter";"reg_si";"Auto";35;65;3500;0;1300;1475
"positiu";15;"contr_privat";60;33;"solter";"reg_no";"Fix";35;163;5000;0;1000;2244
"positiu";14;"pares";18;29;"casat";"reg_no";"Fix";45;162;0;0;600;2120
"positiu";2;"escriptura";60;30;"casat";"reg_no";"Temp";35;154;2500;500;1000;1725
"positiu";9;"escriptura";60;47;"casat";"reg_no";"Fix";60;55;9500;0;600;1164
"negatiu";0;"pares";60;24;"solter";"reg_no";"Fix";35;53;0;0;1200;1497
"positiu";48;"escriptura";36;62;"casat";"reg_no";"Auto";60;0;25000;0;180;350
"positiu";14;"pares";24;28;"casat";"reg_no";"Fix";45;192;0;0;1000;1736
"positiu";3;"escriptura";24;41;"casat";"reg_no";"Auto";60;0;11000;0;800;1173
"positiu";14;"escriptura";36;36;"casat";"reg_si";"Fix";75;115;11000;3600;1250;1550
"positiu";16;"escriptura";60;33;"casat";"reg_no";"Fix";45;90;6000;0;1500;1630
"negatiu";29;"escriptura";60;52;"casat";"reg_no";"Temp";45;175;2500;0;1186;1286
"positiu";3;"escriptura";60;36;"casat";"reg_si";"Auto";35;60;2500;0;2300;2965
"positiu";6;"escriptura";48;28;"casat";"reg_no";"Fix";45;114;3500;0;650;1255
"positiu";47;"escriptura";48;61;"casat";"reg_no";"Fix";35;110;5500;30;1200;1200
"positiu";14;"escriptura";60;34;"casat";"reg_no";"Fix";45;130;4000;0;1100;1654
"negatiu";5;"pares";48;23;"solter";"reg_no";"Temp";35;92;0;0;1200;1200
"negatiu";1;"escriptura";36;41;"solter";"reg_si";"Auto";35;99999999;15000;0;1500;2500
"positiu";6;"altres viv";36;23;"solter";"reg_no";"Fix";35;68;0;0;600;1271
"positiu";4;"pares";60;24;"casat";"reg_no";"Fix";35;130;0;0;800;897
"positiu";1;"escriptura";12;61;"casat";"reg_no";"Other";45;103;20000;0;300;650
"positiu";8;"contr_privat";60;45;"casat";"reg_no";"Auto";75;200;35000;0;800;1270
"positiu";6;"pares";60;30;"separat";"reg_no";"Fix";45;170;0;0;750;1674
"positiu";6;"pares";60;26;"solter";"reg_si";"Fix";35;270;0;0;1800;1921
"positiu";15;"escriptura";60;34;"casat";"reg_no";"Fix";45;82;3500;0;750;1624
"positiu";17;"lloguer";24;50;"casat";"reg_no";"Auto";68;79;1000;0;1000;3782
"negatiu";6;"lloguer";60;45;"casat";"reg_no";"Fix";59;139;0;0;1350;1612
"positiu";18;"escriptura";60;51;"casat";"reg_no";"Fix";60;205;8000;0;1100;1350
"positiu";15;"escriptura";48;29;"casat";"reg_si";"Fix";35;100;8500;1300;500;873
"positiu";0;"escriptura";24;20;"solter";"reg_no";"Temp";45;188;2000;1500;300;315
"positiu";2;"escriptura";48;55;"casat";"reg_no";"Other";35;135;8000;0;800;800
"negatiu";6;"lloguer";48;37;"solter";"reg_no";"Fix";55;200;0;0;1450;1650
"positiu";23;"lloguer";60;43;"casat";"reg_no";"Fix";54;92;99999999;0;1080;1222
"positiu";3;"escriptura";24;32;"casat";"reg_no";"Fix";45;120;5000;0;800;1023
"positiu";18;"escriptura";60;42;"casat";"reg_no";"Fix";45;172;3500;0;1850;2034
"positiu";0;"pares";60;21;"solter";"reg_no";"Auto";35;44;0;0;1200;1311
"positiu";3;"lloguer";60;30;"casat";"reg_no";"Fix";77;169;0;0;1500;2037
"negatiu";0;"contr_privat";6;22;"solter";"reg_si";"Temp";35;115;1000;0;250;800
"positiu";15;"escriptura";24;41;"casat";"reg_si";"Temp";45;180;6000;0;700;1888
"positiu";15;"escriptura";48;55;"casat";"reg_no";"Auto";35;0;14500;0;2000;2848
"negatiu";12;"lloguer";60;30;"solter";"reg_si";"Fix";44;86;0;0;1300;1380
"positiu";15;"lloguer";48;45;"casat";"reg_no";"Fix";88;130;3000;0;1300;1591
"positiu";2;"lloguer";60;29;"casat";"reg_no";"Fix";80;200;0;0;1250;1250
"positiu";14;"escriptura";36;39;"casat";"reg_no";"Fix";60;167;5000;0;1350;1355
"positiu";4;"escriptura";36;26;"casat";"reg_no";"Fix";35;100;6500;3900;500;500
"positiu";1;"contr_privat";60;22;"solter";"reg_no";"Temp";35;73;4500;4300;1000;1485
"negatiu";4;"lloguer";60;53;"vidu";"reg_no";"Other";37;22;20000;0;1300;1498
"positiu";2;"escriptura";36;37;"casat";"reg_no";"Fix";60;83;3500;0;310;1119
"negatiu";1;"lloguer";36;28;"casat";"reg_si";"Fix";47;122;0;0;950;1100
"positiu";15;"altres viv";36;39;"separat";"reg_no";"Fix";45;116;4000;0;600;1196
"positiu";4;"escriptura";60;25;"solter";"reg_no";"Auto";35;100;25000;0;2250;2270
"negatiu";3;"pares";60;27;"solter";"reg_si";"Fix";35;117;0;0;1500;2190
"positiu";6;"escriptura";60;35;"casat";"reg_no";"Fix";60;135;4500;1000;1658;1675
"positiu";16;"pares";48;31;"solter";"reg_si";"Fix";35;72;0;0;850;1228
"positiu";5;"escriptura";60;41;"casat";"reg_no";"Fix";60;266;14800;0;2500;2600
"positiu";31;"escriptura";60;58;"casat";"reg_no";"Fix";60;293;8000;0;1500;1655
"positiu";38;"escriptura";24;56;"casat";"reg_si";"Fix";75;98;7000;0;300;1308
"positiu";1;"pares";60;26;"solter";"reg_no";"Fix";35;57;0;0;1200;1512
"positiu";17;"escriptura";60;44;"casat";"reg_no";"Fix";45;116;3000;0;800;1654
"positiu";17;"lloguer";60;52;"casat";"reg_no";"Fix";65;200;0;0;1400;1407
"positiu";22;"escriptura";60;54;"casat";"reg_no";"Fix";35;104;3000;0;1050;1282
"negatiu";11;"altres viv";60;48;"casat";"reg_no";"Fix";75;225;0;0;1300;1550
"positiu";5;"escriptura";18;28;"casat";"reg_no";"Fix";35;141;5500;0;650;1258
"negatiu";1;"lloguer";36;37;"casat";"reg_no";"Temp";75;145;0;0;1100;1871
"negatiu";1;"pares";48;36;"casat";"reg_no";"Temp";60;45;0;0;1200;1401
"positiu";14;"lloguer";60;38;"casat";"reg_no";"Fix";75;146;0;0;1350;1413
"positiu";0;"pares";60;34;"casat";"reg_no";"Fix";45;225;8000;2300;800;1850
"positiu";20;"escriptura";48;60;"casat";"reg_no";"Auto";35;142;12000;0;500;1154
"positiu";7;"escriptura";60;53;"casat";"reg_no";"Fix";45;161;6000;2000;1000;1460
"positiu";2;"pares";12;26;"solter";"reg_no";"Fix";35;105;0;0;360;1258
"positiu";5;"escriptura";60;49;"casat";"reg_no";"Fix";35;121;3000;0;1200;1642
"negatiu";4;"lloguer";60;37;"solter";"reg_si";"Fix";79;436;0;0;1500;1550
"positiu";0;"escriptura";24;30;"casat";"reg_no";"Temp";60;76;4500;0;400;450
"negatiu";0;"pares";12;23;"solter";"reg_no";"Temp";35;37;2500;0;120;300
"positiu";15;"escriptura";60;53;"casat";"reg_no";"Auto";45;148;6000;0;1000;1330
"positiu";2;"pares";60;24;"solter";"reg_no";"Auto";35;214;7000;2400;2000;2570
"positiu";1;"escriptura";48;35;"casat";"reg_no";"Auto";90;174;11900;0;900;1220
"positiu";0;"escriptura";60;49;"casat";"reg_no";"Fix";60;400;5000;0;1200;1283
"positiu";4;"contr_privat";60;37;"casat";"reg_no";"Auto";75;120;10500;1500;1200;1341
"negatiu";11;"lloguer";48;53;"casat";"reg_si";"Fix";81;210;0;0;1260;1538
"negatiu";0;"lloguer";36;33;"casat";"reg_si";"Temp";76;155;0;0;440;440
"positiu";2;"pares";48;22;"solter";"reg_no";"Fix";35;185;0;0;1000;2130
"positiu";3;"lloguer";36;23;"solter";"reg_no";"Fix";59;244;3100;0;700;1199
"negatiu";7;"lloguer";60;39;"casat";"reg_no";"Fix";103;130;0;0;950;1215
"positiu";12;"escriptura";60;28;"casat";"reg_no";"Fix";45;167;3000;1750;250;1188
"positiu";15;"lloguer";36;36;"casat";"reg_no";"Fix";60;145;0;0;900;1621
"positiu";0;"pares";60;21;"solter";"reg_no";"Other";35;149;3000;0;1400;1829
"negatiu";0;"escriptura";60;33;"separat";"reg_no";"Temp";35;78;0;0;1030;1197
"positiu";8;"lloguer";60;56;"casat";"reg_no";"Fix";62;266;5000;0;1000;1149
"negatiu";2;"pares";24;35;"casat";"reg_no";"Fix";45;175;0;0;1000;2393
"positiu";23;"escriptura";36;41;"casat";"reg_no";"Fix";60;169;37000;180;1000;1457
"positiu";28;"escriptura";36;46;"casat";"reg_no";"Fix";75;170;6000;0;750;800
"positiu";16;"escriptura";36;55;"casat";"reg_no";"Fix";35;140;6000;0;1100;2136
"positiu";7;"escriptura";60;44;"casat";"reg_no";"Fix";90;271;11000;5500;800;945
"positiu";2;"pares";48;25;"solter";"reg_no";"Fix";35;91;0;0;900;1763
"positiu";20;"lloguer";60;54;"casat";"reg_no";"Fix";43;75;0;0;800;1263
"negatiu";0;"altres viv";30;21;"solter";"reg_no";"Temp";35;162;0;0;400;400
"positiu";10;"pares";48;28;"solter";"reg_no";"Fix";35;135;6000;0;1500;2164
"positiu";5;"pares";12;32;"casat";"reg_no";"Auto";35;147;0;0;300;750
"negatiu";2;"escriptura";36;30;"solter";"reg_no";"Auto";35;177;6500;2300;1750;2750
"positiu";7;"altres viv";24;30;"solter";"reg_no";"Fix";35;102;0;0;400;1541
"positiu";1;"pares";60;21;"solter";"reg_no";"Fix";35;200;0;0;900;1088
"positiu";14;"altres viv";60;30;"casat";"reg_no";"Fix";45;130;0;0;1500;2414
"negatiu";0;"ignora_cont";60;26;"casat";"reg_no";"Temp";45;150;5000;0;1300;1429
"positiu";3;"escriptura";60;38;"casat";"reg_no";"Fix";75;125;9000;0;1250;1415
"positiu";15;"escriptura";60;32;"casat";"reg_no";"Fix";45;108;4500;0;1100;1213
"positiu";10;"lloguer";30;51;"casat";"reg_no";"Fix";60;150;0;0;1300;1378
